player_id,player_name,position,season,GP,toi_min,daily_GP,age,curr_O,curr_D,curr_O_se,curr_D_se,prior_O,prior_D,prior_O_se,prior_D_se,cf_O,cf_D,cf_total,cf_O_se,cf_D_se,data_weight_O,data_weight_D,retain_O,retain_D,composite_O,composite_D,PV_O,PV_D,IV_O,IV_D,GV_O,GV_D,OOI_O,OOI_D,RAPM_O,RAPM_D,PP_rate,PK_rate,sit_pk,sit_pp,sit_5v5,EV_O_GAR,EV_D_GAR,PP_GAR,PK_GAR,GAR_O,GAR_D,WAR_O,WAR_D,WAR,WAR_82
8476822,Luke Glendening,R,2015,81,887.7,81,27.0,-0.4935,0.4642,0.2848,0.1424,0.0,0.0,0.4,0.2,-0.3275,0.308,-0.0194,0.232,0.116,0.664,0.664,0.733,0.87,-0.4935,0.4642,-0.3564,0.1525,-2.0002,2.057,-0.5158,0.2125,-1.8098,1.965,0.1622,0.268,0.0,-0.0749,240.4,4.9,887.7,-4.85,4.56,0.0,-0.3,-4.85,4.26,0.01,1.2,1.21,1.22
8474568,Luke Schenn,D,2015,72,1068.8,72,27.0,-0.1632,0.225,0.2595,0.1298,0.0,0.0,0.4,0.2,-0.1148,0.1583,0.0435,0.2177,0.1089,0.704,0.704,0.733,0.87,-0.1632,0.225,-0.0377,0.0006,-0.3219,0.4538,0.1217,0.031,1.2752,-0.685,-0.1143,-0.3028,-0.0947,-0.121,148.7,19.0,1068.8,-2.04,2.82,-0.03,-0.3,-2.07,2.52,0.1,0.78,0.88,1.0
8475175,Magnus Paajarvi,L,2015,48,589.4,48,25.0,-0.0801,0.2344,0.3495,0.1748,0.0,0.0,0.4,0.2,-0.0454,0.1329,0.0875,0.2632,0.1316,0.567,0.567,0.741,0.869,-0.0801,0.2344,-0.0909,0.1144,-1.4387,1.6357,-0.8882,0.2044,-1.0769,1.3504,0.2052,-0.0158,0.0,0.0,10.2,6.2,589.4,-0.45,1.31,0.0,0.0,-0.45,1.31,0.36,0.48,0.84,1.43
8470760,Marc Methot,D,2015,69,1225.9,69,31.0,-0.0774,0.0789,0.2423,0.1212,0.0,0.0,0.4,0.2,-0.0566,0.0577,0.0011,0.2073,0.1036,0.731,0.731,0.718,0.874,-0.0774,0.0789,0.0152,0.0162,-0.2032,0.1461,0.0033,0.0349,1.3553,-1.5054,0.0843,0.3155,0.0,0.0127,141.7,3.4,1225.9,-1.16,1.18,0.0,0.03,-1.16,1.21,0.3,0.61,0.91,1.08
8471686,Marc Staal,D,2015,77,1299.5,77,29.0,-0.2467,0.0199,0.2354,0.1177,0.0,0.0,0.4,0.2,-0.1832,0.0148,-0.1685,0.2029,0.1014,0.743,0.743,0.725,0.872,-0.2467,0.0199,-0.1192,-0.0054,-0.4075,0.0496,-0.2411,0.0084,1.0747,-1.4268,-0.0393,-0.0423,0.0,-0.1064,163.5,8.2,1299.5,-3.97,0.32,0.0,-0.29,-3.97,0.03,-0.13,0.44,0.31,0.33
8471709,Marc-Edouard Vlasic,D,2015,67,1207.7,67,29.0,0.0732,0.1274,0.2442,0.1221,0.0,0.0,0.4,0.2,0.0533,0.0928,0.1461,0.2084,0.1042,0.729,0.729,0.725,0.872,0.0732,0.1274,0.1071,0.0814,0.0061,0.178,0.3691,0.1529,1.9298,-1.5067,-0.092,0.401,-0.0459,0.059,142.4,130.8,1207.7,1.07,1.87,-0.1,0.14,0.97,2.01,0.69,0.77,1.46,1.79
8474618,Marco Scandella,D,2015,73,1271.9,73,26.0,0.0288,-0.0442,0.2379,0.119,0.0,0.0,0.4,0.2,0.0213,-0.0326,-0.0114,0.2045,0.1022,0.739,0.739,0.737,0.87,0.0288,-0.0442,0.0399,-0.0113,-0.0155,-0.0726,-0.1235,0.0015,1.8728,-1.9033,0.0072,-0.0242,0.0,-0.0432,125.0,35.9,1271.9,0.45,-0.69,0.0,-0.09,0.45,-0.78,0.59,0.29,0.88,0.99
8475220,Marcus Foligno,L,2015,75,925.8,75,25.0,-0.5039,0.3967,0.2789,0.1394,0.0,0.0,0.4,0.2,-0.3391,0.2669,-0.0721,0.2288,0.1144,0.673,0.673,0.741,0.869,-0.5039,0.3967,-0.28,0.0866,-2.0972,1.988,-0.1589,0.1253,-2.3129,2.313,0.2559,-0.0751,-0.1098,0.0,28.8,16.4,925.8,-5.23,4.12,-0.03,0.0,-5.26,4.12,-0.17,1.11,0.94,1.03
8475149,Marcus Johansson,L,2015,74,979.0,74,26.0,0.167,-0.2547,0.2712,0.1356,0.0,0.0,0.4,0.2,0.1144,-0.1745,-0.0601,0.2245,0.1122,0.685,0.685,0.737,0.87,0.167,-0.2547,0.1168,-0.013,-1.1522,0.7849,0.0363,0.0065,-0.3926,-0.1715,-0.1306,0.1107,0.003,0.0,3.2,201.3,979.0,1.87,-2.85,0.01,0.0,1.88,-2.85,1.17,0.04,1.21,1.34
8475323,Marcus Kruger,C,2015,41,444.2,41,26.0,-0.6547,0.5552,0.4026,0.2013,0.0,0.0,0.4,0.2,-0.3252,0.2758,-0.0494,0.2838,0.1419,0.497,0.497,0.737,0.87,-0.6547,0.5552,-0.5494,0.2077,-2.1294,2.1839,-1.1812,0.2752,-1.8592,2.0063,0.2837,0.2735,0.0,-0.0696,94.8,3.0,444.2,-2.41,2.04,0.0,-0.11,-2.41,1.93,-0.01,0.56,0.55,1.1
8469623,Marek Zidlicky,D,2015,53,705.7,53,39.0,0.2151,-0.1059,0.3194,0.1597,0.0,0.0,0.4,0.2,0.1313,-0.0647,0.0667,0.2496,0.1248,0.611,0.611,0.692,0.885,0.2151,-0.1059,0.2022,-0.0657,0.1947,-0.1415,0.1008,-0.0681,2.0944,-1.9427,-0.0022,-0.1493,0.0842,0.0,2.7,92.6,705.7,1.54,-0.76,0.13,0.0,1.67,-0.76,0.57,0.11,0.68,1.05
8468483,Marian Gaborik,R,2015,54,689.1,54,34.0,0.1996,-0.018,0.3232,0.1616,0.0,0.0,0.4,0.2,0.1207,-0.0109,0.1099,0.2514,0.1257,0.605,0.605,0.708,0.877,0.1996,-0.018,0.0976,0.0131,-1.0678,1.2322,-0.7289,0.0222,-0.494,0.5493,0.3399,0.139,0.1444,0.0,4.6,95.6,689.1,1.39,-0.13,0.23,0.0,1.62,-0.13,0.84,0.32,1.16,1.76
8466148,Marian Hossa,R,2015,64,840.4,64,37.0,-0.0142,-0.1006,0.2927,0.1464,0.0,0.0,0.4,0.2,-0.0092,-0.0655,-0.0748,0.2362,0.1181,0.651,0.651,0.698,0.882,-0.0142,-0.1006,0.0092,0.0231,-1.4069,1.057,-0.5245,0.0592,-1.1998,0.4167,0.1451,0.1998,-0.0359,-0.0313,95.9,117.1,840.4,-0.13,-0.92,-0.07,-0.05,-0.2,-0.97,0.73,0.3,1.03,1.32
8476062,Mark Arcobello,R,2015,20,203.0,20,28.0,0.1965,-0.1788,0.5956,0.2978,0.0,0.0,0.4,0.2,0.0611,-0.0556,0.0055,0.3321,0.166,0.311,0.311,0.729,0.871,0.1965,-0.1788,0.1628,0.0477,-1.1392,0.8759,0.0636,0.1591,-0.4693,-0.1202,-0.2313,-0.2591,-0.0773,0.0,1.6,38.8,203.0,0.21,-0.19,-0.05,0.0,0.16,-0.19,0.2,0.07,0.27,1.11
8474717,Mark Barberio,D,2015,30,407.1,30,26.0,0.3162,-0.217,0.4205,0.2103,0.0,0.0,0.4,0.2,0.1502,-0.1031,0.0471,0.2898,0.1449,0.475,0.475,0.737,0.87,0.3162,-0.217,0.2653,-0.1006,0.3339,-0.3289,0.4846,-0.1424,2.5054,-2.3462,-0.008,-0.0807,-0.0829,0.1071,11.2,21.7,407.1,1.02,-0.7,-0.03,0.02,0.99,-0.68,0.32,0.02,0.34,0.93
8474697,Mark Borowiecki,D,2015,61,753.4,61,27.0,-0.7955,0.5756,0.3091,0.1546,0.0,0.0,0.4,0.2,-0.498,0.3604,-0.1377,0.2446,0.1223,0.626,0.626,0.733,0.87,-0.7955,0.5756,-0.4735,0.0131,-1.1507,1.1426,-0.291,-0.0059,-0.0496,0.7616,-0.339,-0.0872,0.0,-0.0302,139.1,1.6,754.6,-6.26,4.53,0.0,-0.07,-6.26,4.46,-0.72,1.01,0.29,0.39
8471816,Mark Fayne,D,2015,69,1011.1,69,29.0,-0.4413,0.008,0.2669,0.1334,0.0,0.0,0.4,0.2,-0.3054,0.0055,-0.2998,0.222,0.111,0.692,0.692,0.725,0.872,-0.4413,0.008,-0.2636,-0.0641,-0.6523,0.0846,-0.1147,-0.1187,0.9462,-1.3953,-0.4353,0.1796,0.0,-0.1261,109.4,2.2,1011.1,-5.15,0.09,0.0,-0.23,-5.15,-0.14,-0.45,0.31,-0.14,-0.17
8470966,Mark Giordano,D,2015,82,1506.0,82,33.0,0.0581,0.0512,0.2187,0.1093,0.0,0.0,0.4,0.2,0.0447,0.0394,0.0842,0.1919,0.0959,0.77,0.77,0.711,0.876,0.0581,0.0512,0.0432,0.0384,0.0398,0.0685,0.0943,0.0683,2.2415,-1.8416,-0.3201,0.5103,0.1375,0.0838,186.1,240.0,1506.0,1.12,0.99,0.55,0.26,1.67,1.25,0.97,0.78,1.75,1.75
8473914,Mark Letestu,C,2015,82,896.3,82,31.0,-0.8218,-0.0064,0.2834,0.1417,0.0,0.0,0.4,0.2,-0.5471,-0.0043,-0.5514,0.2313,0.1156,0.666,0.666,0.718,0.874,-0.8218,-0.0064,-0.617,-0.035,-2.3962,1.3034,-1.2082,-0.0898,-2.4065,0.8558,-0.1944,-0.1922,0.0155,-0.0553,195.4,155.1,896.3,-8.17,-0.06,0.04,-0.18,-8.13,-0.24,-0.45,0.5,0.05,0.05
8475796,Mark Pysyk,D,2015,55,796.7,55,24.0,-0.0388,-0.0969,0.3006,0.1503,0.0,0.0,0.4,0.2,-0.0248,-0.0619,-0.0867,0.2403,0.1202,0.639,0.639,0.745,0.869,-0.0388,-0.0969,0.0209,-0.016,-0.1317,-0.1733,-0.1885,0.0136,1.5359,-2.1115,-0.0221,-0.024,-0.0898,-0.0482,24.9,33.4,796.7,-0.33,-0.82,-0.05,-0.02,-0.38,-0.84,0.24,0.11,0.35,0.52
8476460,Mark Scheifele,C,2015,71,1046.8,71,23.0,0.8535,-0.2636,0.2623,0.1311,0.0,0.0,0.4,0.2,0.5969,-0.1844,0.4126,0.2193,0.1097,0.699,0.699,0.75,0.868,0.8535,-0.2636,0.5871,-0.037,-0.2495,0.791,1.0265,-0.059,1.2851,-0.1789,0.0844,0.3089,0.2037,-0.0588,20.4,185.6,1046.8,10.41,-3.22,0.63,-0.02,11.04,-3.24,2.75,0.01,2.76,3.19
8475913,Mark Stone,R,2015,75,1124.8,75,24.0,0.2711,-0.6076,0.253,0.1265,0.0,0.0,0.4,0.2,0.1936,-0.434,-0.2403,0.2138,0.1069,0.714,0.714,0.745,0.869,0.2711,-0.6076,0.1803,-0.1298,-1.0076,0.1957,0.1274,-0.2263,-0.1343,-1.494,0.0103,0.5942,0.3104,0.1156,88.2,206.8,1124.8,3.63,-8.14,1.07,0.17,4.7,-7.97,1.81,-0.71,1.1,1.2
8468309,Mark Streit,D,2015,62,1015.8,62,39.0,-0.0764,-0.0583,0.2662,0.1331,0.0,0.0,0.4,0.2,-0.0529,-0.0404,-0.0933,0.2216,0.1108,0.693,0.693,0.692,0.885,-0.0764,-0.0583,0.0081,-0.0485,-0.1942,-0.0636,-0.117,-0.0624,1.3416,-1.716,0.1486,-0.0974,0.0707,-0.0138,86.8,178.3,1015.8,-0.9,-0.68,0.21,-0.02,-0.69,-0.7,0.35,0.26,0.61,0.81
8470614,Mark Stuart,D,2015,64,847.5,64,32.0,-0.5513,0.3551,0.2915,0.1457,0.0,0.0,0.4,0.2,-0.3601,0.2319,-0.1282,0.2356,0.1178,0.653,0.653,0.714,0.875,-0.5513,0.3551,-0.2884,0.0184,-0.8474,0.6963,-0.2527,0.0349,0.293,-0.2152,-0.3077,0.1879,0.0,-0.0678,177.0,1.4,847.5,-5.09,3.28,0.0,-0.2,-5.09,3.08,-0.48,0.82,0.34,0.44
8477448,Marko Dano,C,2015,34,383.9,34,22.0,0.115,0.052,0.4331,0.2165,0.0,0.0,0.4,0.2,0.0529,0.0239,0.0769,0.2938,0.1469,0.46,0.46,0.754,0.868,0.115,0.052,0.0761,0.033,-1.2156,1.3522,-0.7213,0.0823,-0.8857,1.1012,0.1801,-0.0029,0.0,0.0,0.3,28.4,383.9,0.34,0.15,0.0,0.0,0.34,0.15,0.36,0.21,0.57,1.37
8476440,Markus Granlund,C,2015,47,544.6,47,23.0,-0.313,-0.0996,0.3636,0.1818,0.0,0.0,0.4,0.2,-0.1714,-0.0545,-0.2259,0.2691,0.1345,0.548,0.548,0.75,0.868,-0.313,-0.0996,-0.158,0.0372,-1.8376,1.0448,-0.4836,0.1046,-1.9842,0.4291,0.0797,-0.0546,-0.0176,-0.0545,55.0,34.0,544.6,-1.56,-0.49,-0.01,-0.05,-1.57,-0.54,0.2,0.19,0.39,0.68
8471691,Martin Hanzal,C,2015,64,826.5,64,29.0,0.1674,0.0419,0.2952,0.1476,0.0,0.0,0.4,0.2,0.1084,0.0271,0.1355,0.2375,0.1187,0.647,0.647,0.725,0.872,0.1674,0.0419,0.1302,-0.0046,-1.1649,1.3696,0.2098,0.0068,-0.4645,1.1429,0.0945,-0.3771,0.1303,0.0384,78.1,188.8,826.5,1.49,0.37,0.41,0.05,1.9,0.42,1.11,0.55,1.66,2.13
8475716,Martin Marincin,D,2015,65,913.2,65,24.0,-0.3951,-0.1025,0.2808,0.1404,0.0,0.0,0.4,0.2,-0.2647,-0.0687,-0.3333,0.2298,0.1149,0.67,0.67,0.745,0.869,-0.3951,-0.1025,-0.2104,0.0175,-0.6131,-0.218,-0.2628,0.0894,0.8199,-2.1354,-0.3976,-0.1464,0.0,0.0897,147.2,5.9,913.2,-4.03,-1.05,0.0,0.22,-4.03,-0.83,-0.29,0.18,-0.11,-0.14
8471664,Mason Raymond,L,2015,29,315.8,29,31.0,-0.3871,-0.2179,0.4775,0.2387,0.0,0.0,0.4,0.2,-0.1596,-0.0899,-0.2495,0.3066,0.1533,0.412,0.412,0.718,0.874,-0.3871,-0.2179,-0.2128,-0.0398,-1.931,0.8852,-0.3738,-0.0424,-1.9975,0.1978,-0.1535,0.0505,-0.1728,0.0,0.2,38.2,315.8,-0.84,-0.47,-0.11,0.0,-0.95,-0.47,0.1,0.08,0.18,0.51
8473618,Mathieu Perreault,C,2015,71,927.4,71,28.0,0.0437,0.0679,0.2786,0.1393,0.0,0.0,0.4,0.2,0.0294,0.0457,0.0751,0.2286,0.1143,0.673,0.673,0.729,0.871,0.0437,0.0679,0.0663,0.0477,-1.3483,1.3693,0.2235,0.0941,-0.8283,1.0147,0.0102,0.0428,0.4794,0.0,3.4,194.0,927.4,0.45,0.71,1.55,0.0,2.0,0.71,1.15,0.61,1.76,2.03
8475692,Mats Zuccarello,R,2015,81,1221.9,81,29.0,0.2726,-0.1581,0.2427,0.1214,0.0,0.0,0.4,0.2,0.1992,-0.1155,0.0837,0.2075,0.1038,0.731,0.731,0.725,0.872,0.2726,-0.1581,0.2497,-0.0524,-1.074,1.0175,0.3882,-0.0869,-0.5518,0.3055,0.1617,0.4006,0.3192,0.0,10.0,210.5,1221.9,4.06,-2.35,1.12,0.0,5.18,-2.35,1.91,0.24,2.15,2.18
8474749,Matt Bartkowski,D,2015,80,1327.0,80,28.0,-0.0294,-0.122,0.2329,0.1165,0.0,0.0,0.4,0.2,-0.022,-0.0911,-0.1131,0.2013,0.1006,0.747,0.747,0.729,0.871,-0.0294,-0.122,-0.0015,-0.0548,-0.0906,-0.1847,-0.3153,-0.0296,1.7181,-1.7765,-0.1123,-0.8348,-0.0942,0.0188,95.9,19.1,1327.0,-0.49,-2.01,-0.03,0.03,-0.52,-1.98,0.43,0.1,0.53,0.54
8473492,Matt Beleskey,L,2015,80,1121.8,80,28.0,0.237,0.2842,0.2533,0.1267,0.0,0.0,0.4,0.2,0.1691,0.2028,0.372,0.214,0.107,0.714,0.714,0.729,0.871,0.237,0.2842,0.17,0.0374,-1.0654,1.8121,0.1683,0.0601,-0.2709,1.9549,-0.0218,-0.0148,-0.1561,0.0,5.9,96.1,1121.8,3.16,3.79,-0.25,0.0,2.91,3.79,1.37,1.17,2.54,2.6
8474685,Matt Calvert,L,2015,73,925.8,73,27.0,-0.0128,0.1733,0.2789,0.1394,0.0,0.0,0.4,0.2,-0.0086,0.1166,0.108,0.2288,0.1144,0.673,0.673,0.733,0.87,-0.0128,0.1733,0.0028,0.0513,-1.3979,1.5764,-0.2673,0.079,-1.0466,1.3839,0.2836,0.0601,0.0,-0.0085,140.9,11.2,925.8,-0.13,1.8,0.0,-0.02,-0.13,1.78,0.76,0.77,1.53,1.72
8470640,Matt Carle,D,2015,64,924.5,64,32.0,-0.2,-0.009,0.2791,0.1395,0.0,0.0,0.4,0.2,-0.1345,-0.0061,-0.1406,0.2289,0.1144,0.673,0.673,0.714,0.875,-0.2,-0.009,-0.072,0.0292,-0.3613,-0.0427,-0.1254,0.0844,1.0936,-1.7933,0.1341,-0.1347,0.0,0.6026,90.6,21.3,924.5,-2.07,-0.09,0.0,0.91,-2.07,0.82,0.03,0.44,0.47,0.6
8464989,Matt Cullen,C,2015,82,884.4,82,40.0,0.2491,0.0125,0.2853,0.1427,0.0,0.0,0.4,0.2,0.1651,0.0083,0.1734,0.2323,0.1161,0.663,0.663,0.689,0.887,0.2491,0.0125,0.1195,0.0657,-0.9907,1.2405,-0.3926,0.1082,-0.1901,0.5172,0.42,-0.0652,0.0328,-0.0274,197.2,18.3,884.4,2.43,0.12,0.01,-0.09,2.44,0.03,1.2,0.49,1.69,1.69
8475168,Matt Duchene,C,2015,76,1113.6,76,25.0,0.5332,-0.2835,0.2543,0.1271,0.0,0.0,0.4,0.2,0.3797,-0.2019,0.1778,0.2146,0.1073,0.712,0.712,0.741,0.869,0.5332,-0.2835,0.3657,-0.0517,-0.6687,0.7659,0.1472,-0.0367,0.2776,0.1007,0.1544,-0.4771,-0.1926,-0.039,15.4,199.4,1113.6,7.05,-3.75,-0.64,-0.01,6.41,-3.76,2.03,-0.05,1.98,2.14
8476856,Matt Dumba,D,2015,81,1119.1,81,22.0,-0.0453,-0.1618,0.2536,0.1268,0.0,0.0,0.4,0.2,-0.0323,-0.1154,-0.1477,0.2142,0.1071,0.713,0.713,0.754,0.868,-0.0453,-0.1618,0.0365,-0.0589,-0.1603,-0.2602,0.0951,-0.0499,1.5359,-2.241,-0.066,-0.232,0.096,-0.0508,11.8,168.7,1119.1,-0.6,-2.15,0.27,-0.01,-0.33,-2.16,0.41,0.02,0.43,0.44
8474094,Matt Halischuk,R,2015,30,270.0,30,28.0,-0.4803,0.361,0.5164,0.2582,0.0,0.0,0.4,0.2,-0.1801,0.1354,-0.0447,0.3162,0.1581,0.375,0.375,0.729,0.871,-0.4803,0.361,-0.356,0.0909,-1.974,1.9122,-1.3113,0.138,-2.0838,1.9987,0.1514,0.1426,0.0,0.0,12.2,1.2,270.0,-0.81,0.61,0.0,0.0,-0.81,0.61,0.07,0.23,0.3,0.82
8468611,Matt Hendricks,C,2015,68,716.2,68,35.0,-0.9545,0.6394,0.3171,0.1585,0.0,0.0,0.4,0.2,-0.5862,0.3927,-0.1935,0.2485,0.1242,0.614,0.614,0.704,0.879,-0.9545,0.6394,-0.6835,0.0654,-2.5948,2.4946,-1.379,0.0372,-2.9055,3.1622,-0.2696,0.4204,0.0,-0.0163,147.2,9.4,716.2,-7.0,4.69,0.0,-0.04,-7.0,4.65,-0.53,1.16,0.63,0.76
8471436,Matt Hunwick,D,2015,60,1076.4,60,31.0,-0.1843,0.204,0.2586,0.1293,0.0,0.0,0.4,0.2,-0.13,0.1439,0.0139,0.2172,0.1086,0.705,0.705,0.718,0.874,-0.1843,0.204,-0.0671,0.0948,-0.3346,0.3177,-0.3385,0.1865,1.0439,-1.1886,0.1555,0.1189,-0.0588,-0.0084,214.2,10.2,1076.4,-2.33,2.58,-0.01,-0.03,-2.34,2.55,0.08,0.81,0.89,1.22
8474709,Matt Martin,L,2015,80,828.5,80,27.0,-0.7633,0.9836,0.2948,0.1474,0.0,0.0,0.4,0.2,-0.4946,0.6374,0.1428,0.2373,0.1187,0.648,0.648,0.733,0.87,-0.7633,0.9836,-0.453,0.1619,-2.4431,3.0865,-0.0605,0.2307,-2.6665,4.5078,-0.2139,-0.0637,0.0,0.0,3.0,6.9,828.5,-6.83,8.8,0.0,0.0,-6.83,8.8,-0.53,1.83,1.3,1.33
8470852,Matt Moulson,L,2015,81,800.2,81,27.0,-0.0989,-0.0239,0.3,0.15,0.0,0.0,0.4,0.2,-0.0633,-0.0153,-0.0786,0.24,0.12,0.64,0.64,0.733,0.87,-0.0989,-0.0239,-0.0442,0.0297,-1.523,1.2037,-0.5626,0.0644,-1.4383,0.5394,0.3787,0.0603,0.0639,0.0,0.4,150.2,800.2,-0.84,-0.2,0.16,0.0,-0.68,-0.2,0.58,0.38,0.96,0.97
8476442,Matt Nieto,L,2015,67,786.9,67,24.0,-0.5268,0.0288,0.3025,0.1512,0.0,0.0,0.4,0.2,-0.3351,0.0183,-0.3168,0.2413,0.1206,0.636,0.636,0.745,0.869,-0.5268,0.0288,-0.3498,0.0471,-2.0731,1.2917,-0.94,0.0977,-2.2735,1.0585,0.0127,-0.2008,0.0,-0.0154,77.9,5.0,786.9,-4.39,0.24,0.0,-0.02,-4.39,0.22,-0.1,0.42,0.32,0.39
8471702,Matt Niskanen,D,2015,82,1519.4,82,30.0,-0.2451,0.1651,0.2177,0.1088,0.0,0.0,0.4,0.2,-0.1891,0.1274,-0.0617,0.1912,0.0956,0.772,0.772,0.721,0.873,-0.2451,0.1651,-0.1304,0.0516,-0.3931,0.283,-0.1525,0.0973,1.2543,-1.2132,-0.1481,0.1614,-0.0128,-0.0327,220.5,188.2,1519.4,-4.79,3.23,-0.04,-0.12,-4.83,3.11,-0.11,1.09,0.98,0.98
8476477,Matt Puempel,L,2015,26,278.6,26,23.0,-0.3454,0.0239,0.5084,0.2542,0.0,0.0,0.4,0.2,-0.1321,0.0091,-0.1229,0.3144,0.1572,0.382,0.382,0.75,0.868,-0.3454,0.0239,-0.2083,-0.0123,-1.8519,1.3413,-0.6041,-0.018,-1.8803,1.0323,0.0178,0.0915,0.0,0.0,0.0,12.9,278.6,-0.61,0.04,0.0,0.0,-0.61,0.04,0.11,0.13,0.24,0.76
8476177,Matt Read,R,2015,79,925.6,79,30.0,-0.4677,0.1736,0.2789,0.1395,0.0,0.0,0.4,0.2,-0.3147,0.1168,-0.1979,0.2288,0.1144,0.673,0.673,0.721,0.873,-0.4677,0.1736,-0.3384,0.0832,-1.9665,1.5452,-0.6678,0.1383,-1.7028,1.1844,-0.3778,0.2896,-0.0183,-0.0556,129.6,98.3,925.6,-4.85,1.8,-0.03,-0.12,-4.88,1.68,0.02,0.78,0.8,0.83
8470162,Matt Stajan,C,2015,80,878.3,80,33.0,-0.4593,-0.005,0.2863,0.1432,0.0,0.0,0.4,0.2,-0.3037,-0.0033,-0.307,0.2328,0.1164,0.661,0.661,0.711,0.876,-0.4593,-0.005,-0.3443,-0.0288,-1.9437,1.3,-0.5846,-0.0901,-1.6253,0.8543,-0.2041,0.2951,0.0,-0.0851,119.8,6.8,878.3,-4.45,-0.05,0.0,-0.17,-4.45,-0.22,-0.01,0.4,0.39,0.4
8476807,Matt Tennyson,D,2015,28,262.6,28,26.0,0.0577,-0.0283,0.5236,0.2618,0.0,0.0,0.4,0.2,0.0213,-0.0104,0.0108,0.3179,0.1589,0.369,0.369,0.737,0.87,0.0577,-0.0283,0.1339,-0.0312,-0.0518,-0.021,0.0051,-0.0011,1.4436,-1.5017,-0.0056,-0.0693,-0.085,0.0,1.5,35.3,263.8,0.09,-0.05,-0.05,0.0,0.04,-0.05,0.11,0.08,0.19,0.56
8475218,Mattias Ekholm,D,2015,82,1378.0,82,26.0,0.1867,-0.0458,0.2286,0.1143,0.0,0.0,0.4,0.2,0.1407,-0.0345,0.1062,0.1985,0.0992,0.754,0.754,0.737,0.87,0.1867,-0.0458,0.191,0.0317,0.1492,-0.1188,0.1729,0.0925,1.9365,-2.0393,0.2034,0.0264,-0.2042,-0.0219,136.9,91.1,1378.0,3.23,-0.79,-0.31,-0.05,2.92,-0.84,1.06,0.33,1.39,1.39
8477406,Mattias Janmark,C,2015,73,930.2,73,24.0,0.1897,-0.2341,0.2782,0.1391,0.0,0.0,0.4,0.2,0.1279,-0.1578,-0.0299,0.2284,0.1142,0.674,0.674,0.745,0.869,0.1897,-0.2341,0.172,0.0259,-1.162,0.787,0.4026,0.0963,-0.5214,-0.1539,0.116,-0.3571,0.0,0.0,29.8,43.4,930.2,1.98,-2.45,0.0,0.0,1.98,-2.45,1.06,0.03,1.09,1.22
8477503,Max Domi,L,2015,81,1030.2,81,21.0,0.1599,-0.2369,0.2644,0.1322,0.0,0.0,0.4,0.2,0.1113,-0.1649,-0.0536,0.2205,0.1103,0.696,0.696,0.759,0.868,0.1599,-0.2369,0.1812,-0.0674,-1.231,0.8748,0.2623,-0.0934,-0.9252,0.2179,0.3675,-0.0568,0.0,0.0,18.3,226.2,1030.2,1.91,-2.83,0.0,0.0,1.91,-2.83,1.24,0.09,1.33,1.35
8476323,Max McCormick,L,2015,20,205.7,20,24.0,-0.2175,0.3471,0.5916,0.2958,0.0,0.0,0.4,0.2,-0.0682,0.1089,0.0407,0.3314,0.1657,0.314,0.314,0.745,0.869,-0.2175,0.3471,-0.1686,0.0318,-1.6358,1.9437,-1.0039,0.038,-1.478,2.3304,-0.0817,0.168,0.0,0.0,1.4,1.0,205.7,-0.23,0.37,0.0,0.0,-0.23,0.37,0.11,0.15,0.26,1.07
8474157,Max Pacioretty,L,2015,82,1108.2,82,28.0,0.7351,-0.0258,0.2549,0.1274,0.0,0.0,0.4,0.2,0.5228,-0.0183,0.5045,0.215,0.1075,0.711,0.711,0.729,0.871,0.7351,-0.0258,0.5208,-0.0107,-0.4201,1.2403,0.4612,0.0029,0.6423,0.8353,0.3042,-0.0758,0.0394,0.0914,91.9,228.6,1108.2,9.66,-0.34,0.15,0.14,9.81,-0.2,2.67,0.59,3.26,3.26
8470171,Max Talbot,C,2015,38,355.6,38,32.0,-0.5049,0.6088,0.45,0.225,0.0,0.0,0.4,0.2,-0.2229,0.2687,0.0459,0.299,0.1495,0.441,0.441,0.714,0.875,-0.5049,0.6088,-0.359,0.1377,-2.0202,2.361,-0.8992,0.1974,-2.0549,2.8784,0.1858,0.0402,0.0,-0.0281,64.0,2.4,355.6,-1.32,1.59,0.0,-0.03,-1.32,1.56,0.09,0.44,0.53,1.14
8477922,Melker Karlsson,C,2015,65,759.9,65,26.0,-0.5748,0.1468,0.3078,0.1539,0.0,0.0,0.4,0.2,-0.361,0.0922,-0.2688,0.2439,0.122,0.628,0.628,0.737,0.87,-0.5748,0.1468,-0.3808,0.0753,-2.1381,1.4994,-0.6273,0.1323,-2.0979,1.2699,-0.484,0.3659,-0.1014,0.0079,75.6,29.6,759.9,-4.57,1.17,-0.05,0.01,-4.62,1.18,-0.14,0.57,0.43,0.54
8469500,Michael Cammalleri,C,2015,42,632.0,42,34.0,0.5318,-0.2787,0.3375,0.1688,0.0,0.0,0.4,0.2,0.3106,-0.1628,0.1478,0.258,0.129,0.584,0.584,0.708,0.877,0.5318,-0.2787,0.4263,-0.0521,-0.7322,0.7758,0.9167,-0.0494,0.2299,-0.0507,0.0206,-0.0011,-0.0859,0.0,8.2,111.8,632.0,3.27,-1.71,-0.16,0.0,3.11,-1.71,1.06,0.04,1.1,2.15
