player_id,xGF_O,xGF_D,xGF_net,xGF_O_se,xGF_D_se,GF_O,GF_D,GF_net,GF_O_se,GF_D_se,SOG_O,SOG_D,SOG_net,SOG_O_se,SOG_D_se,TO_O,TO_D,TO_net,TO_O_se,TO_D_se,GA_O,GA_D,GA_net,GA_O_se,GA_D_se,BPR_O,BPR_D,BPR,BPR_O_se,BPR_D_se,BPR_se,player_name,position,prior_O,prior_D
8470871,0.0031,-0.037,0.0401,0.0695,0.0722,-0.0305,0.0117,-0.0422,0.022,0.0232,-0.0015,-0.0214,0.0199,0.0323,0.034,-0.0105,0.0122,-0.0227,0.0088,0.0093,0.0144,0.1117,-0.0973,0.0059,0.0062,-0.0046,-0.0252,-0.0297,0.0356,0.037,0.0514,Chris.Porter,F,0.0092,-0.0721
8480870,-0.0121,-0.0105,-0.0016,0.0717,0.0748,-0.0902,0.0717,-0.1619,0.022,0.0232,-0.0103,0.0012,-0.0115,0.0323,0.0341,0.0003,0.0057,-0.0053,0.0088,0.0093,0.2031,0.1488,0.0543,0.0059,0.0062,-0.03,0.0002,-0.0298,0.0367,0.0383,0.0531,Benoit.Olivier.Groulx,F,-0.0192,-0.0196
8473911,-0.008,-0.0377,0.0298,0.0726,0.0764,-0.0024,-0.0106,0.0082,0.022,0.0232,-0.0032,-0.016,0.0128,0.0323,0.0341,-0.0024,-0.0051,0.0027,0.0088,0.0093,0.0017,0.0077,-0.006,0.0059,0.0062,-0.0053,-0.0246,-0.0298,0.0371,0.0391,0.0539,Steven.Pinizzotto,F,-0.0154,-0.0732
8474061,-0.0038,-0.041,0.0372,0.0706,0.0739,-0.0192,0.0088,-0.0281,0.022,0.0232,-0.0081,-0.0205,0.0124,0.0323,0.034,0.0056,0.0082,-0.0026,0.0088,0.0093,0.0438,-0.0254,0.0692,0.0059,0.0062,-0.008,-0.0222,-0.0302,0.0362,0.0379,0.0524,Anthony.Peluso,F,-0.0058,-0.0799
8477366,-0.0149,-0.0174,0.0025,0.0717,0.0749,-0.0325,-0.0496,0.0171,0.022,0.0232,-0.0062,-0.0156,0.0095,0.0323,0.0341,0.0423,-0.0034,0.0457,0.0088,0.0093,-0.0478,0.0286,-0.0764,0.0059,0.0062,-0.0092,-0.0209,-0.0302,0.0367,0.0384,0.0531,Luke.Johnson,F,-0.0242,-0.0313
8479379,0.0159,-0.0267,0.0426,0.0679,0.0704,-0.4517,0.0563,-0.508,0.022,0.0232,0.191,-0.0692,0.2602,0.0323,0.034,-0.2305,0.0996,-0.3301,0.0088,0.0093,-0.8498,0.461,-1.3108,0.0059,0.0062,0.0024,-0.0326,-0.0302,0.0348,0.0362,0.0502,Givani.Smith,F,0.0213,-0.039
8481426,-0.0147,-0.0302,0.0154,0.0729,0.0765,-0.0129,0.0016,-0.0145,0.022,0.0232,-0.0069,-0.0153,0.0084,0.0323,0.0341,-0.0036,-0.0087,0.0051,0.0088,0.0093,0.0028,0.0098,-0.007,0.0059,0.0062,-0.0111,-0.0191,-0.0303,0.0373,0.0391,0.0541,Ryan.Kuffner,F,-0.0285,-0.0582
8479320,0.0165,-0.0079,0.0244,0.0675,0.0698,-0.1795,0.1613,-0.3408,0.022,0.0232,0.0064,-0.024,0.0304,0.0323,0.034,-0.0307,-0.0456,0.0149,0.0088,0.0093,0.2962,0.2928,0.0034,0.0059,0.0062,-0.031,0.0005,-0.0304,0.0347,0.0359,0.0499,Maxime.Lajoie,D,0.0386,-0.0159
8480293,0.0206,-0.0298,0.0504,0.0711,0.0743,-0.0606,-0.0529,-0.0077,0.022,0.0232,0.0103,-0.0477,0.058,0.0323,0.034,0.0614,-0.0221,0.0834,0.0088,0.0093,0.005,0.0753,-0.0703,0.0059,0.0062,0.007,-0.0377,-0.0307,0.0364,0.0381,0.0527,Wyatt.Kalynuk,D,0.0463,-0.052
8476388,0.0095,-0.0551,0.0646,0.0725,0.0762,-0.0004,-0.0138,0.0134,0.022,0.0232,0.0043,-0.0263,0.0306,0.0323,0.0341,-0.0011,-0.0096,0.0085,0.0088,0.0093,-0.0033,0.0138,-0.0172,0.0059,0.0062,0.0057,-0.0365,-0.0308,0.0371,0.039,0.0538,Andrey.Pedan,D,0.0186,-0.1065
8471242,-0.0091,0.0235,-0.0326,0.0496,0.0506,-0.4167,0.2683,-0.685,0.0219,0.023,0.3683,-0.1104,0.4787,0.0322,0.034,0.1193,-0.7205,0.8398,0.0088,0.0093,1.076,-0.1635,1.2396,0.0059,0.0062,-0.0219,-0.009,-0.0309,0.026,0.0266,0.0372,Mike.Green,D,0.0723,-0.0148
8474717,-0.0037,-0.0005,-0.0032,0.0582,0.0606,-0.4446,0.2267,-0.6714,0.0219,0.0231,0.0625,-0.1334,0.1959,0.0323,0.034,0.3894,-0.0647,0.454,0.0088,0.0093,-0.8834,0.884,-1.7675,0.0059,0.0062,0.0039,-0.0348,-0.0309,0.0301,0.0314,0.0435,Mark.Barberio,D,0.0351,-0.0297
8478408,0.0192,0.0382,-0.019,0.0535,0.0563,-0.9388,0.5916,-1.5305,0.0219,0.0231,0.1468,-0.3184,0.4652,0.0323,0.034,0.1951,-0.4103,0.6054,0.0088,0.0093,-0.5026,-0.5715,0.069,0.0059,0.0062,-0.0671,0.036,-0.0311,0.0279,0.0293,0.0405,Travis.Dermott,D,0.0225,-0.0266
8479404,-0.0225,0.0258,-0.0483,0.0669,0.0696,-0.3651,-0.0049,-0.3603,0.022,0.0232,-0.1314,0.1394,-0.2708,0.0323,0.034,0.5624,-0.4363,0.9987,0.0088,0.0093,0.1689,-0.5042,0.6731,0.0059,0.0062,-0.0679,0.0368,-0.0311,0.0344,0.0358,0.0496,Henrik.Borgstrom,F,-0.0076,0.01
8478373,0.013,-0.0187,0.0318,0.0685,0.071,-0.0572,-0.053,-0.0042,0.022,0.0232,-0.0,-0.0179,0.0179,0.0323,0.034,-0.0008,-0.1296,0.1288,0.0088,0.0093,-0.2259,0.2277,-0.4536,0.0059,0.0062,0.0069,-0.0381,-0.0312,0.0351,0.0365,0.0506,Nikita.Soshnikov,F,0.0321,-0.0315
8479602,0.0157,-0.0475,0.0632,0.0716,0.0753,-0.0065,-0.0121,0.0056,0.022,0.0232,0.0057,-0.0451,0.0508,0.0323,0.0341,0.0195,-0.0501,0.0697,0.0088,0.0093,-0.0167,0.0723,-0.089,0.0059,0.0062,0.01,-0.0414,-0.0314,0.0367,0.0386,0.0532,Jeremy.Davies,D,0.0328,-0.0902
8471436,0.0203,-0.0353,0.0556,0.056,0.0576,-0.3509,0.2212,-0.5721,0.0219,0.0231,0.0294,-0.2094,0.2388,0.0323,0.034,0.7496,-0.32,1.0696,0.0088,0.0093,-0.7006,0.4658,-1.1664,0.0059,0.0062,0.037,-0.0684,-0.0314,0.0291,0.03,0.0418,Matt.Hunwick,D,0.0279,-0.0415
8481486,-0.0042,-0.0446,0.0404,0.0732,0.0772,0.0017,-0.016,0.0177,0.022,0.0232,-0.0014,-0.0201,0.0187,0.0323,0.0341,-0.0025,-0.0051,0.0027,0.0088,0.0093,-0.0005,-0.0019,0.0014,0.0059,0.0062,-0.0023,-0.0294,-0.0316,0.0374,0.0395,0.0544,Jimmy.Schuldt,D,-0.0081,-0.0863
8479553,0.019,0.0137,0.0053,0.0677,0.0715,-0.2995,0.1581,-0.4576,0.022,0.0232,-0.0033,0.0106,-0.0139,0.0323,0.034,0.303,-0.1503,0.4533,0.0088,0.0093,0.2294,0.714,-0.4846,0.0059,0.0062,-0.0271,-0.0047,-0.0318,0.0347,0.0367,0.0505,Maxim.Mamin,F,0.0181,0.0392
8477715,-0.024,-0.0252,0.0012,0.0725,0.0763,-0.0092,-0.0066,-0.0026,0.022,0.0232,-0.0109,-0.0114,0.0006,0.0323,0.0341,0.0024,0.0002,0.0022,0.0088,0.0093,-0.0066,0.0157,-0.0223,0.0059,0.0062,-0.0154,-0.0167,-0.0321,0.0371,0.039,0.0539,Tyler.Gaudet,F,-0.0464,-0.0488
8477642,0.0029,-0.052,0.0549,0.0727,0.0766,-0.0022,-0.0154,0.0131,0.022,0.0232,0.0017,-0.0226,0.0243,0.0323,0.0341,-0.0007,-0.008,0.0073,0.0088,0.0093,-0.0046,0.0042,-0.0088,0.0059,0.0062,0.0016,-0.0339,-0.0323,0.0372,0.0392,0.054,Rinat.Valiev,D,0.0059,-0.1008
8482116,0.0534,-0.056,0.1094,0.0576,0.0601,-0.43,0.2473,-0.6773,0.0219,0.0231,0.1852,-0.2975,0.4827,0.0323,0.034,0.3712,-0.8297,1.201,0.0088,0.0093,-1.0633,-0.1483,-0.915,0.0059,0.0062,0.0677,-0.1002,-0.0325,0.0299,0.0312,0.0432,Tim.Stützle,F,0.073,-0.0121
8474230,-0.0167,-0.0017,-0.0149,0.0644,0.0661,-0.3185,0.2623,-0.5807,0.022,0.0232,-0.0975,0.0643,-0.1618,0.0323,0.034,0.1386,-0.0849,0.2236,0.0088,0.0093,0.7024,-0.4242,1.1266,0.0059,0.0062,-0.0974,0.0645,-0.0328,0.0331,0.0341,0.0475,Micheal.Haley,F,-0.0076,-0.036
8477357,-0.0158,0.0029,-0.0186,0.0677,0.0703,-0.3688,0.5363,-0.9051,0.022,0.0232,-0.1005,-0.1499,0.0494,0.0323,0.034,0.3964,0.0189,0.3775,0.0088,0.0093,0.097,0.4383,-0.3414,0.0059,0.0062,-0.0654,0.0325,-0.0329,0.0347,0.0361,0.0501,Saku.Maenalanen,F,0.0123,0.0199
8473914,-0.0208,0.0164,-0.0371,0.0597,0.0601,-0.3285,0.238,-0.5665,0.0219,0.0231,-0.0276,-0.0254,-0.0023,0.0323,0.034,-0.1254,-0.036,-0.0894,0.0088,0.0093,0.0101,-0.106,0.116,0.0059,0.0062,-0.0737,0.0404,-0.0333,0.0309,0.0312,0.0439,Mark.Letestu,F,0.0176,-0.0309
8475161,-0.0152,-0.0361,0.0209,0.0732,0.0771,-0.0049,-0.0101,0.0051,0.022,0.0232,-0.0067,-0.0161,0.0094,0.0323,0.0341,-0.0012,-0.0039,0.0027,0.0088,0.0093,-0.0001,0.0048,-0.0049,0.0059,0.0062,-0.0099,-0.0235,-0.0334,0.0374,0.0394,0.0544,Chris.Brown,F,-0.0294,-0.07
8475098,-0.0606,0.0513,-0.1119,0.0488,0.0497,-0.3979,0.1838,-0.5817,0.0218,0.023,0.3469,-0.1547,0.5016,0.0322,0.034,0.1223,-0.2586,0.3809,0.0088,0.0093,0.4113,0.3619,0.0494,0.0059,0.0062,-0.0228,-0.0108,-0.0336,0.0256,0.0262,0.0366,Tyler.Bozak,F,0.0246,-0.0135
8484387,0.0312,-0.0318,0.063,0.0685,0.0713,0.0712,-0.0962,0.1674,0.022,0.0232,-0.1013,0.1375,-0.2388,0.0323,0.034,0.0241,0.1007,-0.0766,0.0088,0.0093,1.3914,-0.2621,1.6536,0.0059,0.0062,-0.0502,0.0164,-0.0338,0.0351,0.0366,0.0507,,F,0.0763,-0.055
8476285,-0.0024,-0.0102,0.0078,0.0688,0.0715,-0.152,0.0401,-0.1921,0.022,0.0232,-0.0087,-0.0317,0.0231,0.0323,0.034,-0.0553,-0.0623,0.007,0.0088,0.0093,-0.103,-0.0265,-0.0765,0.0059,0.0062,-0.0251,-0.0087,-0.0338,0.0353,0.0367,0.0509,Matthew.Peca,F,0.0015,-0.0183
8477043,0.014,-0.0355,0.0496,0.0613,0.0635,-0.2699,0.3425,-0.6124,0.022,0.0232,-0.0012,-0.0284,0.0272,0.0323,0.034,0.0424,-0.342,0.3844,0.0088,0.0093,0.1782,0.0573,0.1208,0.0059,0.0062,-0.0383,0.0046,-0.0338,0.0316,0.0328,0.0456,Christian.Djoos,D,0.0347,-0.0738
8480813,-0.0449,-0.0096,-0.0353,0.0634,0.0645,-0.0975,0.1914,-0.2889,0.022,0.0232,-0.07,-0.129,0.059,0.0323,0.034,0.4654,0.157,0.3084,0.0088,0.0093,-0.0519,0.4076,-0.4594,0.0059,0.0062,-0.0225,-0.0114,-0.0338,0.0327,0.0333,0.0466,Joe.Veleno,F,-0.0115,-0.0114
8469547,0.0155,-0.0142,0.0297,0.0667,0.0692,-0.1621,-0.0158,-0.1462,0.022,0.0232,0.0142,-0.0382,0.0524,0.0323,0.034,0.0677,-0.0001,0.0679,0.0088,0.0093,-0.017,0.1807,-0.1977,0.0059,0.0062,-0.0087,-0.0251,-0.0338,0.0343,0.0356,0.0494,Jordin.Tootoo,F,0.0297,-0.0288
8484783,0.0186,-0.0508,0.0694,0.0672,0.0696,0.6263,-0.5676,1.1939,0.022,0.0232,-0.276,0.1263,-0.4023,0.0323,0.034,-0.3963,0.5947,-0.991,0.0088,0.0093,1.5878,-1.4486,3.0364,0.0059,0.0062,-0.0448,0.0109,-0.0339,0.0345,0.0358,0.0497,,D,0.0383,-0.0814
8480144,-0.042,-0.0391,-0.003,0.0521,0.0528,-0.2949,-0.3033,0.0084,0.0219,0.0231,0.6504,0.0695,0.5809,0.0322,0.034,0.0659,-0.644,0.7099,0.0088,0.0093,0.6919,-0.0035,0.6954,0.0059,0.0062,0.0541,-0.0883,-0.0341,0.0272,0.0277,0.0388,David.Kampf,F,-0.0073,0.0062
8479347,-0.0224,-0.0212,-0.0011,0.0713,0.0752,-0.0834,-0.0035,-0.0799,0.022,0.0232,0.0003,-0.0274,0.0277,0.0323,0.0341,-0.0016,0.0153,-0.017,0.0088,0.0093,-0.151,0.0044,-0.1554,0.0059,0.0062,-0.0177,-0.0164,-0.0341,0.0365,0.0385,0.0531,Tyler.Benson,F,-0.0399,-0.0408
8484254,0.013,-0.0575,0.0705,0.0728,0.0765,-0.0231,0.0232,-0.0463,0.022,0.0232,0.0024,-0.0316,0.034,0.0323,0.0341,0.008,-0.0089,0.0169,0.0088,0.0093,0.0278,0.1152,-0.0875,0.0059,0.0062,0.0029,-0.0374,-0.0344,0.0372,0.0391,0.054,Akito.Hirose,D,0.0265,-0.1109
8481237,-0.0132,-0.0342,0.0211,0.0701,0.0733,0.1381,-0.1585,0.2966,0.022,0.0232,-0.1197,0.0136,-0.1332,0.0323,0.034,-0.0522,0.1192,-0.1714,0.0088,0.0093,0.4686,-0.7578,1.2263,0.0059,0.0062,-0.0341,-0.0004,-0.0345,0.0359,0.0376,0.052,,F,-0.0138,-0.0347
8471254,0.0072,-0.0192,0.0264,0.0648,0.0682,-0.077,0.0343,-0.1113,0.022,0.0232,0.0249,-0.0787,0.1036,0.0323,0.034,0.0026,-0.0377,0.0403,0.0088,0.0093,-0.2133,0.4239,-0.6372,0.0059,0.0062,0.0062,-0.041,-0.0348,0.0333,0.0351,0.0484,Bryan.Bickell,F,0.0134,-0.033
8474850,-0.0075,-0.0427,0.0351,0.0717,0.0752,-0.0104,-0.0113,0.0009,0.022,0.0232,-0.0027,-0.0237,0.021,0.0323,0.0341,-0.0024,0.0029,-0.0053,0.0088,0.0093,0.009,0.0082,0.0008,0.0059,0.0062,-0.0064,-0.0284,-0.0348,0.0367,0.0385,0.0532,Brandon.Mashinter,F,-0.0146,-0.082
8474774,0.0122,-0.0115,0.0237,0.0616,0.0634,-0.0373,-0.1942,0.1569,0.022,0.0232,0.0633,-0.0183,0.0816,0.0323,0.034,0.2108,-0.0277,0.2385,0.0088,0.0093,0.3268,0.2073,0.1195,0.0059,0.0062,0.014,-0.0489,-0.0349,0.0318,0.0328,0.0456,Dalton.Prout,D,0.0141,-0.0212
8477320,-0.0013,0.005,-0.0063,0.0693,0.072,-0.2436,0.0593,-0.3028,0.022,0.0232,0.0527,-0.0451,0.0979,0.0323,0.034,-0.0303,-0.1997,0.1693,0.0088,0.0093,-0.246,0.1802,-0.4263,0.0059,0.0062,-0.0176,-0.0177,-0.0353,0.0355,0.0369,0.0513,Anton.Blidh,F,0.0118,0.0043
8477452,0.0027,-0.0218,0.0245,0.069,0.072,-0.0402,-0.0181,-0.022,0.022,0.0232,-0.026,-0.006,-0.0201,0.0323,0.034,0.1552,-0.0872,0.2424,0.0088,0.0093,0.2505,0.1043,0.1461,0.0059,0.0062,-0.0111,-0.0243,-0.0354,0.0354,0.0369,0.0512,Ian.McCoshen,D,0.0093,-0.048
8475597,-0.0012,-0.0537,0.0525,0.0725,0.0765,-0.0021,-0.014,0.012,0.022,0.0232,-0.0008,-0.0248,0.024,0.0323,0.0341,0.0027,-0.0051,0.0079,0.0088,0.0093,0.001,0.0062,-0.0052,0.0059,0.0062,-0.001,-0.035,-0.0359,0.0371,0.0391,0.0539,Shane.Harper,F,-0.0021,-0.1039
8471762,-0.0167,-0.0015,-0.0152,0.0625,0.0636,-0.1376,0.0312,-0.1688,0.022,0.0232,-0.0222,-0.0125,-0.0097,0.0323,0.034,-0.1139,0.1753,-0.2892,0.0088,0.0093,-0.0902,0.2654,-0.3556,0.0059,0.0062,-0.0371,0.0011,-0.036,0.0322,0.0329,0.046,Chris.VandeVelde,F,-0.0224,0.0027
8475878,-0.0098,-0.0373,0.0275,0.0704,0.0736,-0.0468,0.0083,-0.0551,0.022,0.0232,-0.0065,-0.028,0.0215,0.0323,0.034,0.0116,0.0192,-0.0076,0.0088,0.0093,-0.0128,0.0349,-0.0478,0.0059,0.0062,-0.0121,-0.0238,-0.036,0.0361,0.0377,0.0522,Freddie.Hamilton,F,-0.016,-0.0725
8477335,0.0094,0.0311,-0.0218,0.0658,0.0679,-1.31,0.6184,-1.9285,0.022,0.0232,0.2055,-0.0988,0.3043,0.0323,0.034,0.1154,-0.5626,0.678,0.0088,0.0093,-2.1498,0.8806,-3.0304,0.0059,0.0062,-0.0537,0.0176,-0.0361,0.0338,0.0349,0.0486,Kyle.Burroughs,D,0.0153,0.031
8471816,-0.0049,0.0,-0.0049,0.0623,0.0644,-0.1851,-0.0269,-0.1582,0.022,0.0232,-0.0619,-0.0144,-0.0474,0.0323,0.034,0.1676,0.1387,0.029,0.0088,0.0093,0.0039,0.0877,-0.0837,0.0059,0.0062,-0.0339,-0.0024,-0.0363,0.0321,0.0332,0.0462,Mark.Fayne,D,0.0201,0.0018
8480887,0.0352,0.0001,0.035,0.0648,0.0668,-0.5227,0.4554,-0.9781,0.022,0.0232,-0.2204,-0.1602,-0.0602,0.0323,0.034,0.3214,0.1193,0.2021,0.0088,0.0093,0.1328,-0.4667,0.5995,0.0059,0.0062,-0.0953,0.0589,-0.0364,0.0333,0.0344,0.0479,Jordan.Harris,D,0.016,0.0176
8479382,-0.0171,-0.03,0.0129,0.0707,0.0736,-0.0883,-0.003,-0.0853,0.022,0.0232,-0.0041,-0.0133,0.0092,0.0323,0.034,0.0443,-0.0476,0.0919,0.0088,0.0093,-0.1952,0.0764,-0.2716,0.0059,0.0062,-0.0122,-0.0243,-0.0365,0.0362,0.0377,0.0523,Connor.Bunnaman,F,-0.0309,-0.0593
8474610,0.0154,-0.0093,0.0247,0.0699,0.0726,-0.0615,-0.1554,0.094,0.022,0.0232,0.0399,-0.0319,0.0718,0.0323,0.034,0.0113,0.0466,-0.0353,0.0088,0.0093,-0.2362,0.5447,-0.7809,0.0059,0.0062,0.0174,-0.054,-0.0366,0.0358,0.0372,0.0517,Zac.Dalpe,F,0.0418,-0.0117
8471693,0.0236,-0.0382,0.0617,0.0646,0.0683,-0.0733,0.0325,-0.1057,0.022,0.0232,0.0779,-0.1197,0.1976,0.0323,0.034,0.0034,-0.0334,0.0368,0.0088,0.0093,-0.0508,0.3582,-0.409,0.0059,0.0062,0.0202,-0.0569,-0.0367,0.0332,0.0351,0.0484,Jakub.Kindl,D,0.0475,-0.0635
8481751,-0.0292,-0.0278,-0.0013,0.0732,0.0771,-0.0076,-0.012,0.0044,0.022,0.0232,-0.0139,-0.0048,-0.0091,0.0323,0.0341,0.0027,-0.019,0.0217,0.0088,0.0093,0.0034,0.0031,0.0004,0.0059,0.0062,-0.0188,-0.018,-0.0368,0.0374,0.0394,0.0544,Lukas.Rousek,F,-0.0569,-0.0532
8479419,-0.0013,-0.056,0.0547,0.0721,0.0756,0.0071,-0.0157,0.0228,0.022,0.0232,0.0061,-0.0398,0.0459,0.0323,0.0341,-0.0029,0.0254,-0.0283,0.0088,0.0093,-0.0575,0.0775,-0.135,0.0059,0.0062,0.0039,-0.0407,-0.0368,0.0369,0.0387,0.0535,Brett.Murray,F,-0.0036,-0.1076
8481575,0.0188,-0.0465,0.0653,0.0716,0.0755,0.0108,-0.0953,0.1061,0.022,0.0232,0.0076,-0.0362,0.0438,0.0323,0.0341,0.0475,-0.0121,0.0596,0.0088,0.0093,0.0085,0.1431,-0.1346,0.0059,0.0062,0.0152,-0.052,-0.0368,0.0367,0.0387,0.0533,Lassi.Thomson,D,0.0391,-0.087
8468505,-0.0032,-0.0252,0.0221,0.0659,0.0678,-0.167,0.0419,-0.2089,0.022,0.0232,0.0284,-0.054,0.0824,0.0323,0.034,-0.0269,-0.0269,-0.0,0.0088,0.0093,-0.3704,0.2437,-0.6141,0.0059,0.0062,-0.0072,-0.0296,-0.0368,0.0339,0.0349,0.0486,Steve.Ott,F,0.0036,-0.0469
8467876,0.0129,-0.0381,0.051,0.055,0.0568,-0.1393,-0.1031,-0.0361,0.0219,0.0231,0.392,-0.2465,0.6385,0.0323,0.034,0.139,-0.7488,0.8878,0.0088,0.0093,-0.3675,-0.0489,-0.3186,0.0059,0.0062,0.0948,-0.1317,-0.0369,0.0286,0.0296,0.0411,Henrik.Sedin,F,0.0334,-0.0584
8478431,0.0278,-0.0268,0.0546,0.0643,0.0665,-0.1038,0.2428,-0.3466,0.022,0.0232,0.2055,-0.3977,0.6033,0.0323,0.034,0.5424,-0.6672,1.2096,0.0088,0.0093,-0.3629,0.5755,-0.9384,0.0059,0.0062,0.0906,-0.1275,-0.0369,0.0331,0.0343,0.0476,Evgeny.Svechnikov,F,0.0211,-0.0136
8476855,0.0109,-0.015,0.0259,0.0601,0.0617,-0.1049,0.0295,-0.1344,0.0219,0.0231,0.0095,-0.1072,0.1167,0.0323,0.034,0.4396,-0.2127,0.6523,0.0088,0.0093,-0.1809,0.5837,-0.7646,0.0059,0.0062,0.0254,-0.0628,-0.0374,0.0311,0.0319,0.0445,Nail.Yakupov,F,0.0421,-0.0412
8477453,0.0055,-0.0485,0.0541,0.0704,0.073,-0.064,0.0532,-0.1172,0.022,0.0232,-0.0006,-0.0238,0.0232,0.0323,0.034,0.0177,-0.0448,0.0625,0.0088,0.0093,0.0387,0.147,-0.1083,0.0059,0.0062,-0.0075,-0.0301,-0.0375,0.0361,0.0374,0.052,Chris.Bigras,D,0.0112,-0.0953
8475165,-0.0117,-0.0227,0.011,0.0668,0.0694,-0.0928,-0.0226,-0.0701,0.022,0.0232,0.0066,-0.0201,0.0267,0.0323,0.034,-0.0018,-0.0038,0.0021,0.0088,0.0093,-0.0821,0.085,-0.1671,0.0059,0.0062,-0.0151,-0.0228,-0.0379,0.0343,0.0357,0.0495,Anton.Lander,F,-0.0184,-0.0429
8477359,-0.0637,-0.0085,-0.0551,0.0605,0.0621,-0.685,0.8186,-1.5036,0.0219,0.0231,0.0647,-0.0907,0.1554,0.0323,0.034,0.1982,-0.1721,0.3703,0.0088,0.0093,0.0609,0.3845,-0.3236,0.0059,0.0062,-0.1109,0.0729,-0.038,0.0313,0.0321,0.0448,Tucker.Poolman,D,0.0272,-0.0064
8480847,0.0035,-0.0488,0.0523,0.07,0.0731,-0.2299,0.1508,-0.3807,0.022,0.0232,0.0131,-0.0571,0.0703,0.0323,0.034,0.028,0.0035,0.0245,0.0088,0.0093,-0.0866,-0.0164,-0.0702,0.0059,0.0062,-0.0247,-0.0135,-0.0382,0.0359,0.0375,0.0519,Ryan.Merkley,D,0.0204,-0.0802
8478844,-0.0187,-0.0335,0.0149,0.0718,0.0752,-0.0125,-0.0188,0.0063,0.022,0.0232,-0.0083,-0.0183,0.01,0.0323,0.0341,0.0309,-0.0129,0.0438,0.0088,0.0093,0.031,0.0382,-0.0073,0.0059,0.0062,-0.0124,-0.0259,-0.0383,0.0367,0.0385,0.0532,Mikhail.Vorobyev,F,-0.0342,-0.0604
8481582,0.0119,-0.0027,0.0146,0.0667,0.0691,0.4123,0.0039,0.4084,0.022,0.0232,-0.173,0.0849,-0.2579,0.0323,0.034,0.2162,0.1666,0.0496,0.0088,0.0093,1.9292,0.7985,1.1307,0.0059,0.0062,-0.0345,-0.004,-0.0385,0.0343,0.0355,0.0494,Nicholas.Robertson,F,0.045,0.0179
8484197,-0.0013,-0.0115,0.0102,0.0698,0.0733,0.26,-0.37,0.63,0.022,0.0232,-0.0744,-0.038,-0.0365,0.0323,0.034,-0.167,0.2788,-0.4458,0.0088,0.0093,0.2308,-0.2831,0.5138,0.0059,0.0062,0.0027,-0.0416,-0.0388,0.0358,0.0376,0.0519,,F,0.0122,-0.0192
8470600,0.1001,0.0529,0.0473,0.0381,0.0388,-0.749,0.4863,-1.2353,0.0217,0.0228,0.8016,-1.2144,2.016,0.0322,0.0339,0.4899,-0.3607,0.8506,0.0088,0.0093,-2.0354,1.8559,-3.8914,0.0059,0.0062,0.2249,-0.2637,-0.0388,0.0206,0.0211,0.0295,Ryan.Suter,D,0.0418,-0.05
8482090,-0.0031,-0.0267,0.0237,0.0718,0.0753,0.0315,-0.0043,0.0357,0.022,0.0232,-0.0239,-0.0245,0.0006,0.0323,0.0341,-0.0653,0.0266,-0.0919,0.0088,0.0093,0.4332,-0.0507,0.4839,0.0059,0.0062,-0.0233,-0.0158,-0.0391,0.0367,0.0386,0.0533,,F,-0.0083,-0.0493
8478109,0.021,-0.1628,0.1838,0.0556,0.0576,-0.006,-0.1956,0.1896,0.0219,0.0231,0.9426,-0.7224,1.665,0.0323,0.034,-0.2714,-0.2418,-0.0296,0.0088,0.0093,-1.2265,0.1222,-1.3487,0.0059,0.0062,0.2497,-0.2891,-0.0393,0.0289,0.03,0.0416,Victor.Olofsson,F,0.058,-0.0464
8479268,0.0069,-0.0382,0.0451,0.066,0.0687,-0.2415,0.0632,-0.3047,0.022,0.0232,0.0202,0.0004,0.0198,0.0323,0.034,-0.0151,-0.0715,0.0565,0.0088,0.0093,0.2366,-0.3173,0.5539,0.0059,0.0062,-0.0387,-0.0011,-0.0398,0.0339,0.0353,0.049,Casey.Nelson,D,0.0307,-0.0734
8471691,0.0244,-0.0088,0.0332,0.0603,0.0625,-0.1069,-0.1433,0.0365,0.0219,0.0231,0.1399,-0.0898,0.2297,0.0323,0.034,-0.5391,-0.068,-0.4711,0.0088,0.0093,-0.8448,0.4605,-1.3053,0.0059,0.0062,0.0284,-0.0682,-0.0398,0.0312,0.0323,0.0449,Martin.Hanzal,F,0.0434,-0.0019
8468001,-0.0088,-0.0027,-0.0061,0.0611,0.0622,-0.4884,0.2109,-0.6993,0.022,0.0231,0.1655,-0.2469,0.4124,0.0323,0.034,0.3545,0.1067,0.2478,0.0088,0.0093,-0.8492,0.9124,-1.7617,0.0059,0.0062,0.014,-0.0541,-0.0401,0.0315,0.0322,0.0451,Derek.MacKenzie,F,-0.0032,-0.0087
8479250,-0.0096,-0.0313,0.0217,0.07,0.0728,-0.0415,-0.0284,-0.0131,0.022,0.0232,-0.0093,-0.0449,0.0357,0.0323,0.034,0.0212,0.017,0.0042,0.0088,0.0093,-0.02,0.0105,-0.0304,0.0059,0.0062,-0.011,-0.0292,-0.0402,0.0359,0.0373,0.0518,Nick.Lappin,F,-0.0158,-0.0589
8476857,-0.0199,-0.022,0.0021,0.0635,0.066,-0.1746,0.1106,-0.2852,0.022,0.0232,-0.0378,0.0362,-0.074,0.0323,0.034,0.1729,-0.2731,0.4461,0.0088,0.0093,0.1509,-0.0616,0.2125,0.0059,0.0062,-0.0401,-0.0004,-0.0405,0.0327,0.034,0.0472,Pontus.Aberg,F,-0.0023,-0.0639
